        load_SSE_16B; 36.141
        load_SSE_32B; 68.482
        load_SSE_64B; 70.645
       load_SSE_128B; 72.524
        load_AVX_32B; 67.149
        load_AVX_64B; 66.132
       load_AVX_128B; 66.072
       load_AVX_256B; 66.061
