        copy_SSE_16B; 12.542
        copy_SSE_32B; 13.276
        copy_SSE_64B; 13.397
       copy_SSE_128B; 13.249
        copy_AVX_32B; 12.776
        copy_AVX_64B; 12.707
       copy_AVX_128B; 12.746
       copy_AVX_256B; 12.800
