     ntstore_SSE_16B; 12.399
     ntstore_SSE_32B; 12.347
     ntstore_SSE_64B; 12.610
    ntstore_SSE_128B; 12.591
     ntstore_AVX_32B; 12.596
     ntstore_AVX_64B; 12.591
    ntstore_AVX_128B; 12.591
    ntstore_AVX_256B; 12.592
